name,movie_id
Fanny Ardant,33005
Fanny Ardant,36762
Fanny Ardant,19676
Fanny Ardant,10308
Fanny Ardant,10308
Fanny Birkenmier,34380
Fanny Bornedal,19972
Fanny Cadeo,21631
Fanny Gaillard,35955
Fanny Lee,41214
Fanny Mallette,1164
Fano Messan,71282
Faouzia Badr,72881
Faran Tahir,9520
Faraz Modiri,42839
Fardeen Khan,32740
Fardeen Khan,13141
Fares Fares,31915
Fares Fares,45817
Fares Fares,43838
Farhan Akhtar,31463
Farhan Akhtar,39083
Farhan Akhtar,11554
Fariba Kamran,25305
Farid Bang,35199
Farid Chopel,15383
Farid Pourghadiri,47850
Farida Jalal,9072
Farley Granger,43903
Farley Granger,43903
Farley Granger,43600
Farley Granger,73907
Farley Granger,27716
Farogh Jafri,54111
Farooq Shaikh,54111
Farrah Fawcett,9727
Farren Monet,14120
Farren Morgan,76344
Farshad Farahat,42636
Fat Joe,9297
Fatoumata Diawara,26826
Fats Domino,81312
Faudel,5070
Faune A Chambers,13802
Faune A Chambers,43778
Fausto Callegarini,326
Fausto Russo Alesi,512
Fawn Irish,9718
Fay Bainter,1593
Fay Bainter,1852
Fay DeLaCruz,1262
Fay Helm,43610
Fay Holden,126781
Fay Holden,47758
Fay Holderness,13338
Fay Holderness,82
Fay Wray,14963
Faye Dunaway,9921
Faye Dunaway,36342
Faye Dunaway,51043
Faye Dunaway,24164
Faye Emerson,1986
Faye Marlowe,31152
Faye Michael Nuell,31152
Fayssal Bazzi,1402
Federica Pontremoli,2805
Federico Boido,9293
Federico Gonzlez,9906
Federico Luppi,84956
Federico Pacifici,35075
Federico Riccardo Rossi,55587
Federigo Ceci,43597
Fedja van Hut,47880
Fedja van Hut,31032
Fei Long,51857
Feihong Yu,42479
Feihong Yu,42479
Feist,145899
Fele Martnez,43542
Felice Andreasi,1948
Felice Andreasi,1948
Felicity Bryant,148
Felicity Hamill,9951
Felicity Jones,77221
Feliks Yavorsky,77250
Felipe Izquierdo,52452
Felipe Lima,31979
Felipe Mndez,5289
Felix Aylmer,9782
Felix Aylmer,9907
Felix Bressart,42501
Felix Brocke,27203
Felix Dzerzhinsky,63618
Felix Eitner,35921
Felix Galan,15696
Felix Gomez,15696
Felix Jerry Droz,19017
Felix Kramer,42756
Felix Lok YingKwan,42756
Felix Mosse,37929
Felix Silla,9762
Felix von Manteuffel,14113
Femi Benussi,15049
Femi Taylor,86604
Fenella Fielding,21712
Fenella Woolgar,15414
Feng Wenjuan,7859
Fenton Lawless,16998
Feodor Chaliapin Jr,25645
Feodor Chaliapin Jr,58311
Feodor Chaliapin Jr,58311
Ferdia WalshPeelo,18672
Ferdinand Gottschalk,39776
Ferdinand Gottschalk,11559
Ferdinand Marian,31513
Ferdinand Munier,10348
Ferdinand SchumannHeink,26718
Ferdinand SchumannHeink,1023
Ferdinand von Alten,59964
Ferdinando Gerra,59964
Ferdinando Murolo,71436
Ferdinando Poggi,2168
Ferdy Mayne,10118
Ferenc Diera,9788
Ferguson Reid,14174
Feridun Koc,11689
Ferike Boros,39797
Ferike Boros,39749
Fermi Reixach,14893
Fermin Garcia,33813
Fern Barry,1540
Fern Emmett,26502
Fern Fitzgerald,57840
Fernand Bruno,1491
Fernand Mailly,34233
Fernand Sardou,33792
Fernanda Dorogi,51601
Fernanda Montenegro,1165
Fernandel,7291
Fernando Aguirre,9988
Fernando Arrabal,24115
Fernando Bilbao,11652
Fernando Cebrin,13816
Fernando Colomo,34006
Fernando Conde,22238
Fernando Di Leo,4913
Fernando Fernn Gmez,63848
Fernando Fernn Gmez,43006
Fernando Garca Ortega,19072
Fernando Guilln,44892
Fernando Guilln Cuervo,15265
Fernando Guilln Cuervo,25599
Fernando Heitor,11227
Fernando Hilbeck,29589
Fernando Lamas,33810
Fernando Lamas,43841
Fernando Lara,41937
Fernando Lujn,64499
Fernando Lujn,64499
Fernando Martnez,24055
Fernando Marn,24055
Fernando Milani,14597
Fernando Mora Ramos,40769
Fernando Palavicini,9708
Fernando Rey,14351
Fernando Rey,9813
Fernando Sancho,27453
Fernando Sancho,39382
Fernando Sancho,271
Fernando Sancho,35327
Fernando Sancho,49940
Fernando Snchez Polack,22471
Fernando Teixeira,1116
Fernando Tejero,29966
Fernando Villena,43231
Ferran Rull,41508
Ferran Vilajosana,61564
Ferris Taylor,50070
Ferrn Ruiz,37628
Fea tukan,55343
Fiammetta Baralla,5072
Fidel Castro,2566
Fidel Gonzles,1249
Fie Aarestrup,9954
Fikile Nyandeni,43829
Fil Formicola,171771
Filiberto Estrella,7511
Filip Geljo,32687
Filip Hammar,14057
Filip Peeters,13075
Filip Watermann,24916
Filipa Fino,7512
Filipe Duarte,1776
Filipe Duarte,1776
Filipp Lebedev,1963
Filippo Belletti,58905
Filippo La Neve,10846
Filippo Spitale,32969
Filippo Torriero,1381
Finlay Welsh,15097
Finn,34068
Finn Gimlinge,43837
Finn Sjberg,15374
Finn Storgaard,15242
Finn Wittrock,125759
Finn Wittrock,300
Finola Hughes,31148
Finola Hughes,31148
Fiona Clyne,16411
Fiona Curzon,16411
Fiona Florence,44046
Fiona Fullerton,52859
Fiona Glascott,76117
Fiona Gordon,9676
Fiona Shaw,6948
Fiona Shaw,15213
Fiona Shaw,15213
Fiona Shaw,15213
Fionn OShea,9766
Fionnula Flanagan,32761
Fionnula Flanagan,12249
Fionnula Flanagan,12249
Fiore Cosimo,34127
Fiorenza Tessari,390
Firass Dirani,66487
Firat Ayverdi,1595
Fisayo Akinade,1622
Fisher Stevens,15742
Fisher Stevens,43410
Fisher Stevens,5726
Fisher Stevens,1666
Fisher Stevens,5721
Flaco Navaja,41758
Flavia Manes Rossi,51079
Flavie Barret,43122
Flavio Bucci,1579
Flex Alexander,119907
Flip Jansen,65488
Flonja Kodheli,9664
Flora Robson,12094
Flora Robson,1717
Floren Delbene,15624
Florence Auer,15997
Florence Bates,47190
Florence Bates,47190
Florence Bates,2753
Florence Blot,496
Florence CaillatMousse,40862
Florence Darel,1417
Florence Hall,24751
Florence Hoath,4643
Florence Lake,7484
Florence Lake,7484
Florence Lannuzel,7484
Florence MacMichael,9842
Florence Muller,36249
Florence OBrien,111642
Florence Pernel,27275
Florence Roberts,1422
Florencio Calpe,10781
Florentine Lahme,9794
Floria Bloise,9978
Florian Bartholomi,30025
Florian Brckner,14812
Florian Brckner,164687
Florian David Fitz,8332
Florian David Fitz,3593
Florian Grtner,7510
Florian Lukas,28115
Florian Panzner,28297
Florian Simbeck,16548
Florian Teichtmeister,1975
Florica Vlad,9895
Florina Petcu,8975
Floyd Red Crow Westerman,9672
Flvio Vaz,15005
Fong Yau,39183
Fong Yue,39183
Fons Rademakers,42236
Forbes KB,52360
Forbes KB,98498
Forbes March,46774
Forbes Murray,86
Ford Rainey,78479
Ford Sterling,10070
Forest Whitaker,13209
Forest Whitaker,1440
Forrest Deal,13364
Forrest Fyre,43847
Forrest Goodluck,28932
Forrest Griffin,18925
Forrest J Ackerman,77198
Forrest Landis,1523
Forrest Taylor,14201
Forrest Tucker,14201
Forrest Tucker,1378
Forrest Tucker,49481
Forrest Walsh,9693
Fortunio Bonanova,1124
Fran Bagenal,3683
Fran Lebowitz,14012
Fran Lebowitz,43673
Fran Ryan,4285
Fran Torres,14097
Franca Grey,59500
Franca Valeri,78507
France Nicolas,8194
France Nuyen,5890
France Nuyen,6077
Frances Ashman,214
Frances Barber,1123
Frances Bavier,21173
Frances Bay,50573
Frances Bay,36922
Frances Bay,43071
Frances Bay,59087
Frances Bay,14620
Frances Conroy,43884
Frances Dade,80427
Frances Djulibing,21156
Frances E Williams,11619
Frances Fisher,11619
Frances Fisher,1427
Frances Francine,23030
Frances Grant,13767
Frances Langford,19109
Frances Lee McCain,33218
Frances Lee McCain,144541
Frances Low,24553
Frances Low,24553
Frances MacInerney,24553
Frances Marion,24553
Frances May,24553
Frances McCoy,24553
Frances McDormand,24553
Frances McDormand,21057
Frances McDormand,68736
Frances McDormand,67880
Frances McDormand,35561
Frances McDormand,60567
Frances McDormand,4928
Frances McDormand,27295
Frances Mignano,12486
Frances Morris,20785
Frances Morris,9726
Frances OConnor,2152
Frances OConnor,2152
Frances OConnor,36215
Frances OConnor,61650
Frances Robinson,10093
Frances Sternhagen,14799
Frances Sternhagen,29044
Frances de la Tour,13542
Frances de la Tour,21710
Francesc Catal Roca,8588
Francesca Baer,36557
Francesca Poston,9836
Francesco Carnelutti,9809
Francesco De Vito,7551
Francesco Mul,10741
Francesco Quinn,9969
Francesco Rosi,2357
Francesco Scavullo,1581
Francesco Sframeli,21600
Francesco Siciliano,57977
Francesco Venditti,313
Franchot Tone,7873
Franchot Tone,14823
Franchot Tone,27387
Franchot Tone,8324
Francia Raisa,29415
Francine Berg,27019
Francine Everett,85505
Francine Morgan,42822
Francine York,5698
Francis Benhamou,36265
Francis Camel,2179
Francis Capra,39219
Francis Darmon,47156
Francis Ducharme,15152
Francis Ford,14457
Francis Ford,76211
Francis Ford,38450
Francis Ford,15804
Francis Girod,14978
Francis Huster,2447
Francis Lacombrade,10032
Francis Lorenzo,9796
Francis McDonald,1372
Francis Toumbakaris,22440
Francis Wright,39554
Francis X Bushman Jr,17604
Francis X McCarthy,15077
Francis X McCarthy,18147
Francis X McCarthy,54910
Francis de Wolff,9986
Francisco Barreiro,2486
Francisco Charles,1246
Francisco Hernndez,43970
Francisco Ledesma,18615
Francisco Muoz,40574
Francisco Nicholson,40574
Francisco Prado,13210
Francisco Rabal,25060
Francisco Rabal,12795
Francisco Rabal,11653
Francisco San Martin,16066
Francisco Venegas,95797
Franciska Trcsik,77966
Franciszek Norman,55819
Franciszek Pieczka,46948
Franciszek Pieczka,97519
Franciszek Trzeciak,43791
Franck Dubosc,82944
Franck Khalfoun,14202
Franck Penaud,11170
Franck Villard,12924
Franco Acampora,30060
Franco Angrisano,1247
Franco Balducci,1125
Franco Corsaro,8436
Franco Daddi,8436
Franco De Rosa,14277
Franco Diogene,11214
Franco Diogene,33583
Franco Fabrizi,1646
Franco Giacobini,58923
Franco Giacobini,47143
Franco Gul,7736
Franco Interlenghi,1730
Franco Luombo,42241
Franco Maravilla,42241
Franco Nero,20537
Franco Nero,12812
Franco Nero,8618
Franco Nero,1259
Franco Nero,20842
Franco Oppini,10908
Franco Ressel,34943
Franco Ressel,27067
Franco Scaldati,9053
Franco Trevisi,1494
Franco Vercelli,13318
Franco Volpi,10462
Francois Giroday,182
Frank Albertson,31048
Frank Albertson,1251
Frank Ashmore,43512
Frank Atkinson,9656
Frank Austin,5393
Frank Bank,5393
Frank Bardacke,5393
Frank Beddor,14171
Frank Berry,14396
Frank Birch,1931
Frank Bourke,13967
Frank Braidwood,9992
Frank Bruno,16371
Frank Bruno,19344
Frank Burt Avalon,8275
Frank C Turner,79767
Frank C Wilson,2433
Frank Cady,2204
Frank Campanella,42567
Frank Campeau,26518
Frank Capra Jr,14449
Frank Carter Jr,13771
Frank Coghlan Jr,33375
Frank Collison,10810
Frank Colson,1773
Frank Conlan,1773
Frank Conlan,1773
Frank Conroy,11578
Frank Conroy,11972
Frank Converse,38025
Frank Corsaro,27095
Frank Craven,31325
Frank Crudele,4283
Frank D Barresi,7457
Frank Darien,8398
Frank Dawson,13551
Frank De Kova,36878
Frank De Kova,19166
Frank De Kova,43470
Frank De Vol,3549
Frank Dietz,25648
Frank Dolan,11225
Frank Drake,6166
Frank Echols,6166
Frank Edwards,19629
Frank Ellis,12183
Frank Erickson,12183
Frank Fanning,56705
Frank Fay,27337
Frank Faylen,78318
Frank Faylen,37952
Frank Faylen,46919
Frank Faylen,1265
Frank Faylen,14137
Frank Fenton,15689
Frank Ferguson,27432
Frank Ferguson,36877
Frank Ferguson,14891
Frank Ferguson,12547
Frank Finlay,25623
Frank Finlay,13140
Frank Finlay,13365
Frank Fontaine,10758
Frank Fuhrmann,26594
Frank Gallacher,22473
Frank Gallegos,51863
Frank Gallegos,51863
Frank Gallegos,50754
Frank Gallegos,74126
Frank Gerstle,16138
Frank Giering,13668
Frank Glaubrecht,7516
Frank Grillo,10075
Frank Grimes,9760
Frank Grimes,9760
Frank Hagney,9966
Frank Hagney,9966
Frank Harper,1257
Frank Herzog,1248
Frank Hoyt Taylor,9757
Frank Hoyt Taylor,56165
Frank Hoyt Taylor,90560
Frank Isles,5206
Frank J Coleman,14761
Frank J Coleman,1252
Frank J Zupancic,2062
Frank Jaquet,2062
Frank John Hughes,11650
Frank Kreig,12580
Frank LaRue,40641
Frank Lackteen,23544
Frank Lackteen,2266
Frank Lammers,2266
Frank Lammers,2266
Frank Lammers,2266
Frank Lammers,2266
Frank Langella,2266
Frank Langella,2266
Frank Langella,2266
Frank Langella,2266
Frank Langella,2266
Frank Langella,2266
Frank Langella,2266
Frank Langella,2266
Frank Langella,2266
Frank Langella,2266
Frank Langella,2266
Frank Langella,2266
Frank Langella,2266
Frank Langella,2266
Frank Langella,2266
Frank Langella,2266
Frank Latimore,5172
Frank Lawton,15962
Frank Leslie,9965
Frank Liu,13127
Frank Lovejoy,34866
Frank Lovejoy,37725
Frank M Thomas,40973
Frank M Thomas,63460
Frank Maharajh,13517
Frank Maharajh,13517
Frank Maraden,22105
Frank Marlowe,2016
Frank Marth,3024
Frank Maxwell,47200
Frank Mayo,17266
Frank Mayo,9828
Frank Mayo,34038
Frank Mayo,34038
Frank Mayo,34038
Frank Mayo,34038
Frank Mayo,34038
Frank Mayo,71506
Frank Mazzola,74581
Frank McCarroll,9958
Frank McGlynn Sr,1250
Frank McHugh,4169
Frank McHugh,16555
Frank McLure,11172
Frank McLure,3594
Frank McRae,10090
Frank McRae,7874
Frank Medrano,14845
Frank Medrano,29965
Frank Medrano,13916
Frank Melton,52920
Frank Melton,48215
Frank Menskau,22485
Frank Mentier,22485
Frank Meredith,13393
Frank Miller,12271
Frank Mills,40394
Frank Mills,17919
Frank Mills,13185
Frank Mills,26655
Frank Mitchell,42630
Frank Modica,22172
Frank Morgan,42721
Frank Mormino,27523
Frank Noon,28955
Frank Novak,27313
Frank OConnor,4638
Frank OConnor,68979
Frank OConnor,11841
Frank Olegario,28261
Frank Orsatti,83980
Frank Orth,94393
Frank Orth,9695
Frank Orth,24653
Frank Orth,1993
Frank Orth,28710
Frank Overton,28438
Frank Oz,97548
Frank Oz,11945
Frank Oz,12554
Frank Oz,26598
Frank Pacheco,5691
Frank Passingham,6443
Frank Pesce,1738
Frank Powers,1253
Frank Puglia,38021
Frank Puglia,15325
Frank Puglia,15325
Frank Puglia,34389
Frank Puglia,15163
Frank Puglia,14375
Frank Puglia,10845
Frank Puglia,31659
Frank Readick,15582
Frank Reicher,42999
Frank Reicher,31015
Frank Reicher,1949
Frank Robert,11330
Frank Roman,99259
Frank Royde,10942
Frank Schuller,7006
Frank Shannon,27040
Frank Shannon,27040
Frank Sheppard,11199
Frank Shooter,41393
Frank Silvera,9784
Frank Silvera,25530
Frank Simpson,36610
Frank Sinatra Jr,50812
Frank Sivero,27864
Frank Sivero,27864
Frank Sivero,8965
Frank Sivero,8965
Frank Spano,8965
Frank Stallone,14710
Frank Sully,14624
Frank Thornton,1271
Frank Welker,10790
Frank Welker,18019
Frank Welker,64142
Frank Welker,61648
Frank Welker,14055
Frank Welker,2267
Frank Welker,6691
Frank Welker,1255
Frank Welker,47249
Frank Welker,49709
Frank Whaley,31040
Frank Whaley,50185
Frank Whaley,25105
Frank Whaley,2977
Frank Whaley,15664
Frank Whaley,25062
Frank Wilcox,16727
Frank Wilcox,5413
Frank Windsor,46916
Frank Wolff,52679
Frank Wolff,14434
Frank Wood,27919
Frank Woods,47837
Frank Zagarino,11494
Frank Zappa,19936
Franka Potente,9963
Franka Potente,14001
Frankie Faison,2355
Frankie Faison,16385
Frankie Faison,7485
Frankie Faison,9793
Frankie Hill,1273
Frankie J Allison,17388
Frankie Man,4657
Frankie Muniz,42595
Frankie Muniz,19495
Frankie Ng,19495
Frankie Ng,27263
Frankie Pain,10051
Frankie Sakai,9075
Franklin Kelsey,20527
Franklin Ojeda Smith,8199
Franklin Pangborn,37513
Franklin Pangborn,43976
Franklin Pangborn,43974
Franklin Pangborn,83346
Franklin Pangborn,30081
Franklin Pangborn,17677
Franklin Parker,56474
Franklin Parker,42066
Franklin Parker,11958
Franklyn Ajaye,192675
Franklyn Ardell,5177
Franklyn Farnum,20122
Franklyn Farnum,33673
Franky G,33673
Frantisek Havel,297853
Frantiek Kubek,18437
Frantiek Veleck,38432
Frantiek ern,8270
Franz Dolesch,9955
Franz Drameh,9955
Franz Gruber,16201
Franz Hanfstingl,16201
Franz Morak,57241
Franz Schafheitlin,10172
Franz Schafheitlin,1683
Franziska Stmmer,10107
Franziska Stmmer,1267
Franzl Lang,16018
Franois Berland,22311
Franois Berland,13249
Franois Bredon,175027
Franois Bureloup,1272
Franois Cavanna,23024
Franois Chau,1590
Franois Clerc,32390
Franois Cluzet,9903
Franois Damiens,28433
Franois Damiens,22549
Franois Damiens,10798
Franois Damiens,47848
Franois Darbon,102227
Franois Darbon,13377
Franois De Brigode,13377
Franois Duhamel,14945
Franois Guerrar,11515
Franois Gurin,7183
Franois Joux,8271
Franois Levantal,1534
Franois Maisongrosse,13158
Franois Maistre,13158
Franois Morel,118536
Franois Paquette,23397
Franois Perrot,35838
Franois Rabette,20405
Franois Sagat,18777
Franois Vincentelli,16392
Franois Vincentelli,17422
FranoisXavier Demaison,63951
FranoisXavier Demaison,32627
Franoise Berd,1407
Franoise Fabian,81309
Franoise Gillard,15534
Franoise Giret,30694
Franoise Lebrun,1441
Franoise Michaud,6145
Franoise Prvost,9843
Franoise Rosay,54659
Franoise Rosay,48994
Franoise Sage,18767
Franoise Yip,10294
Fraser Aitcheson,32623
Fraser Ayres,1987
Fraser McGregor,13067
Frazer Smith,10111
Fred Aldrich,30307
Fred Allen,1268
Fred Armisen,185158
Fred Armisen,21810
Fred Armisen,9785
Fred Astaire,13280
Fred Broderson,14636
Fred Cordova,559
Fred Ellis,1950
Fred Galle,13352
Fred Goodwins,28304
Fred Graham,20553
Fred Graham,24397
Fred Graham,20525
Fred Griffiths,13894
Fred Griffiths,38907
Fred Gwynne,18549
Fred Gwynne,37933
Fred Henderson,20025
Fred Hibbard,14240
Fred Huntley,13574
Fred Johnson,13569
Fred Johnson,49081
Fred Johnson,17439
Fred Keating,13171
Fred Keating,16447
Fred Keating,4977
Fred Keating,15008
Fred Kelsey,31866
Fred Kelsey,46875
Fred Kelsey,27904
Fred Koehler,11705
Fred Kohler,19947
Fred Kohler,43969
Fred Kohler,2269
Fred Libby,11798
Fred MacMurray,28772
Fred MacMurray,1919
Fred MacMurray,4964
Fred MacMurray,2976
Fred Malatesta,8421
Fred Malatesta,8421
Fred Malatesta,41380
Fred Melamed,1562
Fred Otash,13159
Fred Ottaviano,14547
Fred Pearson,11205
Fred Personne,36676
Fred Phelps,38077
Fred Ross,10004
Fred Savage,43618
Fred Schneider,43397
Fred Seagraves,25395
Fred Shields,810
Fred Sica,810
Fred Starr,5723
Fred Stoller,285
Fred Tatasciore,12526
Fred Thomas Jr,3432
Fred Velasco,1872
Fred Walton,15568
Fred Ward,14208
Fred Ward,14207
Fred Ward,24200
Fred Ward,50153
Fred Ward,18902
Fred Ward,5488
Fred Ward,15860
Fred Warren,8748
Fred Willard,3489
Fred Willard,55823
Fred Willard,10063
Fred Williamson,13979
Fred Williamson,12225
Fred Williamson,298
Freda Jackson,10832
Freda Jackson,10832
Freddie,36143
Freddie Bartholomew,14064
Freddie Blassie,14064
Freddie Edo,13742
Freddie Fox,2241
Freddie Highmore,39465
Freddie Highmore,12561
Freddie Joe Farnsworth,36679
Freddie Jones,40765
Freddie Jones,30574
Freddie Jones,37959
Freddie Jones,18206
Freddie Jones,1691
Freddie Prinze Jr,29617
Freddie Prinze Jr,1990
Freddie Simpson,170261
Freddy Andreiuci,22049
Freddy Elletson,9408
Freddy Koch,9408
Freddy Rodrguez,1979
Frederic Forrest,14043
Frederick Burton,10288
Frederick Coffin,74055
Frederick Combs,74055
Frederick Cooper,74055
Frederick Culley,45664
Frederick Danner,1991
Frederick ONeal,43353
Frederick Peters,9952
Frederick Schreicker,60400
Frederick Sullivan,32004
Frederick Vogeding,17035
Frederick Vogeding,17320
Frederick Vogeding,21427
Frederick Vroom,17660
Frederick Worlock,9724
Frederick Worlock,9724
Frederick Worlock,1294
Frederik Wolf,33294
Frederik von Zichy,57425
Frederikke Dahl Hansen,42700
Frederique De Raucourt,12713
Fredi Washington,25875
Fredric Gildea,12543
Fredric Lehne,13120
Fredric March,34573
Fredric March,71822
Fredric March,13807
Fredric March,11211
Fredric March,27138
Fredric March,85535
Fredric March,2748
Fredrik Eddari,54934
Fredrik Evers,125025
Fredrik Evers,55859
Fredrik Glimskr,55859
Fredrik Grndahl,27464
Fredrik Hiller,122291
Fredrik Longva,28666
Fredrik Nilsson,41930
Fredro Starr,75350
Fredro Starr,77621
Fredy Ripers,43229
Freek Bartels,266525
Freez Luv,9815
Frej Lindqvist,12695
French Stewart,32575
French Stewart,49870
French Stewart,37985
French Stewart,37985
Frenchi Firecracker,42464
Freya Parker,2359
Frida Hallgren,442
Fride Bakken,25150
Fridtjov Sheim,63096
Fridtjov Sheim,43836
Frieda Inescort,1988
Friederike Kempter,3021
Friedrich Mcke,2196
Friedrich Schoenfelder,18425
Friedrich Schtter,19606
Friedrich von Ledebur,1571
Fritz Leiber,2959
Fritz Rasp,6022
Fritz Roth,2698
Fritz Weaver,1858
Froiln Rivero,14125
Frdric Epaud,675
Frdric Lagache,3563
Frdric Mitterrand,40618
Frdric Neidhardt,26185
Frdric Pierrot,31652
Frdric Pierrot,30443
Frdric Pierrot,30443
Frdric Pierrot,18763
Frdric de Pasquale,13491
Frhel,11404
Fubuki Koshiji,16083
Fujiko Shirakawa,37292
Fujio Nagahama,27683
Fujio Suga,13402
Fujio Suga,13402
Fujio Suga,19968
Fujio Tokita,24582
Fujitayama,4688
Fukuko Sayo,13337
Fukumi Kuroda,27359
Fulton Mackay,54494
Fulu Moguvhani,10857
Fulvio Cecere,81847
Fulvio Mingozzi,43898
Fulvio Mingozzi,44502
Fulvio Mingozzi,44502
Fulya Candemir,18632
Fumi Nikaido,32444
Fumie Kashiyama,7547
Fumihiko Tachiki,10074
Fumika Shimizu,2270
Fumiyo Kohinata,757
Fumiyo Kohinata,15581
Fung GingMan,14219
Fung GingMan,35
Fuyumi Shiraishi,5857
Fuzzy Knight,3638
Fyodor Bondarchuk,6589
Fyodor Bondarchuk,8669
Fbio Nascimento,15934
Flix Moati,2503
G Michael Gray,14123
G Michael Gray,88527
G Pat Collins,155386
G Pat Collins,155386
G Pat Collins,4516
G Smokey Campbell,8141
G W Bailey,59995
G W Bailey,14217
G Wood,54546
GA Aguilar,10795
GD Spradlin,20163
GD Spradlin,31777
GH Mulcaster,33916
GJ Echternkamp,33916
GK Bowes,24159
GG Allin,1721
Gabe Fazio,31601
Gabe Nevins,25360
Gabin Lefebvre,34588
Gabino Rodrguez,40060
Gabor Mate,18650
Gabriel Andreu,8363
Gabriel Arcand,4658
Gabriel August Gjnnes,4658
Gabriel Bateman,5956
Gabriel Byrne,6535
Gabriel Byrne,1127
Gabriel Byrne,9847
Gabriel Byrne,23861
Gabriel Byrne,1393
Gabriel Byrne,2701
Gabriel Casseus,12455
Gabriel Cattand,28049
Gabriel Chavarria,23495
Gabriel Correa,13074
Gabriel Dell,17274
Gabriel Dell,17350
Gabriel Dell,21494
Gabriel Farnese,5174
Gabriel Friedman,28742
Gabriel Galndez,9703
Gabriel Garko,22085
Gabriel Garko,3542
Gabriel Goity,43750
Gabriel Hogan,9750
Gabriel Hogan,10760
Gabriel Jabbour,4349
Gabriel Lobianco,14223
Gabriel Macht,13068
Gabriel Macht,9561
Gabriel Maill,14144
Gabriel Mann,4858
Gabriel Mann,4858
Gabriel Millman,10431
Gabriel Notarangelo,15156
Gabriel Olds,12435
Gabriel Pascual,12435
Gabriel Rush,14877
Gabriela Acher,2082
Gabriela Carrizo,11835
Gabriele Campanelli,1845
Gabriele Ferzetti,14229
Gabriele Ferzetti,13385
Gabriele Lavia,6609
Gabriele Petrucci,45211
Gabriele Spinelli,48169
Gabriele Tinti,13958
Gabriele Tinti,81700
Gabriele Tinti,2335
Gabriele Tinti,10961
Gabriele Villa,22779
Gabriella Barbuti,22779
Gabriella Boccardo,22779
Gabriella Boccardo,22779
Gabriella Giacobbe,10071
Gabriella Licudi,4351
Gabriella Schmidt,12994
Gabriella Wright,42735
Gabrielle Anwar,2882
Gabrielle Anwar,53975
Gabrielle Anwar,13501
Gabrielle Brune,6916
Gabrielle Christian,84242
Gabrielle Conforti,84242
Gabrielle Daye,84242
Gabrielle Daye,84242
Gabrielle Dennis,84242
Gabrielle Dennis,84242
Gabrielle Dennis,84242
Gabrielle Dennis,84242
Gabrielle Dorziat,1992
Gabrielle Downey,5176
Gabrielle Union,4141
Gabrielle Union,13173
Gabrielle Union,14348
Gaby Andreu,14786
Gaby Dohm,31058
Gaby Hoffmann,19583
Gaby Hoffmann,4347
Gackt Camui,13529
Gad Elmaleh,13529
Gad Elmaleh,13241
Gad Elmaleh,523
Gad Zahari,2009
Gael Garca Bernal,12901
Gael Garca Bernal,13722
Gael Garca Bernal,3469
Gaelle Poulavec,4413
Gage Munroe,6973
Gail Downey,7913
Gail Harris,15019
Gail Patrick,77210
Gail Russell,4629
Gail Strickland,15361
Gail Strickland,15361
Gaila Mitchell,5353
Gailard Sartain,2252
Gakuya Morita,14788
Gal Gadot,63607
Gal Gadot,13072
Gal Gadot,30365
Gal Gadot,30365
Gal Gadot,42170
Gala Bernal,13754
Galatea Ranzi,14284
Galatea Ranzi,20308
Gale Garnett,6641
Gale Gordon,15071
Gale Harold,8414
Gale Sondergaard,10425
Galen Drever,24170
Galen Thompson,20942
Galina Polskikh,7737
Galina Polskikh,13257
Galina Polskikh,10030
Galyn Grg,5915
Gandhi MacIntyre,13680
Ganesh Kumar,4588
Ganindra Bimo,14313
Gannosuke Yamamoto,2728
Gao YunXiang,2274
Gara Nlandu,9038
Gara Takashima,9038
Garance Marillier,7211
Garcelle Beauvais,4538
Gardar Thor Cortes,2001
Gareth Milne,4517
Garland McKinney,4566
Garn Stephens,4520
Garret Dillahunt,6615
Garreth Hadfield,4513
Garrett Hnatiuk,5125
Garrett Morris,3877
Garrick Hagon,8954
Garry Cadenat,4771
Garry McDonald,10759
Garry Owen,14251
Garry Owen,14848
Garry Owen,14930
Garry Owen,9773
Garry Shandling,13538
Garry Shandling,18421
Garth Breytenbach,4512
Garth Gilker,84972
Garth Hudson,84972
Garth Jennings,37954
Garth R Hassell,39893
Garvin Cross,13197
Garwin Sanford,15048
Garwin Sanford,14041
Gary G Thang Johnson,9898
Gary Allen,1922
Gary Anthony Williams,41044
Gary Anthony Williams,84567
Gary Anthony Williams,15669
Gary Anthony Williams,2011
Gary Anthony Williams,2011
Gary Basaraba,5708
Gary Beadle,5951
Gary Bird,114033
Gary Bond,13319
Gary Boudreault,33688
Gary Boyd,20646
Gary Brockette,90374
Gary Bullock,18613
Gary Busey,9911
Gary Busey,27419
Gary Carlos Cervantes,15667
Gary Carlos Cervantes,14753
Gary Clark Jr,46067
Gary Cole,50155
Gary Cole,13066
Gary Cole,27827
Gary Cole,27827
Gary Cole,3603
Gary Cole,2014
Gary Combs,17202
Gary Cooper,663
Gary Cooper,9262
Gary Cooper,15651
Gary Daniels,27276
Gary Day,95560
Gary Devaney,25476
Gary Dourdan,48301
Gary Dourdan,29362
Gary Dourdan,33931
Gary E Holcomb,12646
Gary England,12646
Gary Farmer,20605
Gary Files,14279
Gary Fisher,20607
Gary Friedkin,2015
Gary Galone,28007
Gary Graham,7347
Gary Grubbs,14421
Gary Hays,5718
Gary Henderson,5126
